Emotion,Text
joy,bring spend second christma year naval husband new bump
surprise,go pick littl brother school cant wait seehi face
joy,look like laundri night spend time momma oh
anger,may your still arrest youd better stop talk
fear,make hour day rees witherspoon channel wouldnt chang channel
sadness,find good refer china poor
joy,alway happi wear trouser jacket cover bum
sadness,realli pain time think part knew along
joy,lil r start talk mouth run constantlyit turmoil blabber n spit
sadness,ask sing oh danni boy great grandpar funer arent even dead yet
anger,connah quay angri halkyn decis call match pant newydd hour schedul start
anger,hate pass save point game dont save think youll right back die
joy,riseshinegreat faithfulnesshi merci begin afresh morn thank anoth dayopportun share jesu
sadness,radio degrad good song absolut shit
joy,metro use phrase financi armageddon morn
shame,council embarrass one leav put right quietli
joy,entir famili hous
joy,famili snuggl throw fire good film nice burner send lush sent room
joy,lesley total happi
sadness,sunday dinner gunna go well ahhhh cant wait last sunday dinner england
anger,stupid machin
anger,oh god ive cheat
anger,car overtak anoth forc drive road
joy,brother play husband wife christma play
anger,jolo serious dont know get mother effer secret santa
surprise,someday im gon na make cardboard cutout sneak best friend hous
sadness,wan na call broken girl guess jeann rip
disgust,today im thank fact im fat pig like
fear,bibl studi tonight today topic
joy,heard close rel mine given birth young age remot area problem
sadness,videobb coup au moment ou ted dit la fin one thin robin never someth
fear,particularli concern shortli wed day discov princ charl plan give friend bracelet inscrib nicknam fred gladi
sadness,rip heart rip soul
sadness,succeed crosscountri ski competit intend win
sadness,oh god wallet lost drive bonker
joy,admit institut problem mani peopl appli institut decid prove one pass excel without visit preparatori cous prove could
sadness,omfg becom listen adel repeat alon inb dark room
joy,look syzygi great way win scrabbl
shame,kid mortifi thought real hoot
joy,surround enchant listen today concert move heart beauti
neutral,dont need wont need zina either
joy,lionssaint game decemb th flex time slot
fear,veteran becom increasingli alarm incid ill especi cancer amongst present test
anger,friend misunderstood
neutral,onlin edit magazin
sadness,depress flatten voic almost monotoni movement slow deject facial express characterist mani peopl low mood
joy,cours entail extra work sens excit children like dress
anger,play ball game make goal thrown feet fail score goal
sadness,alway tradit famili girl go shop thanksgiv night year
sadness,awwww look babi cow run yeah year theyll steak
anger,father ban go sister home due misunderstand two
joy,day lord made glad welcom live day carri
joy,find happi simplest thing
fear,omg could know star movi show eclips shall watch get result mind
surprise,avi tou le passionn de cuisin gastronomi et voyag je vou recommand vivement de suivr
fear,age one gain concept known common sens
sadness,admir effort msu couldnt hold fuuuuck
sadness,stupid vevo app wont load dx
joy,rt ny knick play christma day
sadness,clare devast swore would never go back school
fear,dark night felt sever peopl near know
sadness,gon na get shoulda keep cd cover whoever stay sign
joy,morn greatbeautiful friend twitter pray god gave ur lifehappi sunday
fear,chanc sound redund action stem feel feel stem thought
surprise,omg boyfriend actual surpris work today awww
surprise,get home aunt canada randomli sit hous
sadness,leav without tell goodby
surprise,put spot give speech grandma th birthday parti
disgust,yeah weird stuff jesu danc run man devil tell look funni tri hard laff
sadness,im sorri univers comput center sell macintosh equip
joy,bout anoth great day
joy,rejoic famili beauti land life albert einstein
anger,wan na punch somebodi face damn bad what wrong u lol
joy,bring watch niec nephew face christma eve dad famou santa routin
sadness,left alon one weekend without prepar
joy,bring cousin friend jingl jam get see drake dontt
disgust,boppin ass dingi ass triflin ass hoe agre
joy,around electr atmospher first night excit
fear,sometim back boyfriend walk nearbi parent hous suddenli met grandfath afraid would report parent
disgust,time peopl grow deal problem instead drink smoke away
sadness,come tear wish life chick flick
sadness,dont advent calendar yet
joy,tend think super posit termsturn bad good make good even better time bsreson
joy,hear name list attend english lectur
joy,wasnt stress enough math chem biolog exam day realis also clash
surprise,met pim emil paul en wachten op tom
sadness,emmi got mad todayfirst time ever
surprise,une surpris promis par lorga h apparem il aura pour tout le mond et il faut pa se bouscul
surprise,new gift via excit holiday season vigil wait till christma use
joy,also due barbar delight highsound verbiag probabl power reason use
surprise,play basketbal two hour away stand huddl look stand sit hmmm much
neutral,almost imposs get right balanc strict kid might ignor lenient might go wild
fear,afraid move away home move helsinki studi
joy,love hear peopl laughhhh
surprise,glad went well booknduvet sound perfect british weather day
sadness,realiz much realli like ta last day class
sadness,vivid imagin difficulti show mark last drive alon must miser must felt
sadness,turn poorman nathan drake pull halftuck
joy,bill thrill
surprise,omg wallac hit pass sidelin touch accuraci
fear,excit match pair excit without excit
surprise,show boston epic decid im come anoth show im gon na tell one
anger,look exasper gaze wide deep blue eye
fear,doubt root would make strongest thing earth
sadness,oh hurt
fear,seven year old swim outsid flag gold coast caught rip taken couldnt swim well older friend swam save
surprise,hugh lauri sound pretti good one show right
joy,uma novidad pra vc em primeira mo chegaram os biquni da nova coleo da joy e muito lindo
sadness,hasnt eeven whole day sinc end march seasonand alreadi miss
anger,studi librari prepar test two peopl sit next talk minut seat could go elsewher want interrupt could angri heart
joy,fact excit come babi evelyn imagin babi would look like sinc one parent american one chines
joy,set crash burn
fear,would wors day anyon get block
anger,victoria pull granddaught past indign old ladi whose face express shock
anger,tri clearer intent
sadness,lone jelli bean tumbl unabl escap metal edg top escal
surprise,meet bra let releas know
sadness,went librari lost bag
anger,suffer diseas muscl therefor abl attend lectur half day sometim miss obligatori lectur howev teacher take account diseas punish detent work result overload
joy,lol iont know seem girli punch sound dope yea tav dog bday hear
neutral,believ
joy,tell good prayer servic better birthday
joy,happi thanksgiv continu share light
neutral,see head household
joy,saw muppet two week ago theaterseat watch attempt way dancer
anger,infuri rome five
fear,silenc follow final broken nervou laugh one menatarm
joy,he taipei famou calligraphi master quick get line
surprise,go mall find stranger wear white appl earbud give qualiti replac
sadness,fianceleft best friend
fear,weapon choic use bulli coward feel powerless control manipul other mean
sadness,famili insist get food know cant eat
fear,oohh yeee rt afraid tomorrow seen yesterday love today
anger,love certain young man pretend love one day found anoth girlfriend also friend mine
surprise,letter best thing feel better
sadness,mayb difficult period famili experienc
neutral,hi mari
joy,happi discov pass first year examin among thirti student would major econom
fear,big thank pictur made night
surprise,made pie good
surprise,im quit surpris egypt muster turnout elect us ye think
fear,peopl protest corrupt countri applaud protest us obvious hate freedom
sadness,great sorrow could never recal mother
fear,speak front larg group peopl
surprise,gone get tonit boy surpris
sadness,coursework rain dark lame
anger,lancashir member furiou heard gooch england selector axe red rose favourit phil defreita prefer essex pacemen neil foster mark ilott
surprise,farewel parti one buddi yr break coll life hed least expect
joy,got simpl schedul next weekexam everi day monday n thursdaysmdh
joy,think im girl whose mom wont let go shop black friday
sadness,god give strength yell instantli turn attent back younger man stood whose woebegon express would comic piti
joy,come consist daili seek long relationship w christ honor alway provid
sadness,absolut pictur black white senior year
joy,call shrink jump
joy,never perfect live earth never day meet face face
surprise,sleep over tuesday hockey wednesday bake fiesta bday
joy,god purpos glorifi long satisfi succeed togeth
fear,like time run run faster fastest oh make self beat well
joy,unwav glad heart transcend outward circumst
